Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   0.565000	   -9.33877165e+00	        2.56003901e+01	    3.50942307e+01	    1.76408728e-01	    0.00000000e+00	    6.48369906e+00	    1.89402823e+01	    1.76408728e-01	    0.00000000e+00	    0.00000000e+00
   0.570000	   -5.74793880e+00	        2.91902311e+01	    3.50942307e+01	    2.04155011e-01	    0.00000000e+00	    6.82644593e+00	    2.21596302e+01	    2.04155011e-01	    0.00000000e+00	    0.00000000e+00
   0.575000	   -1.49073737e+00	        3.34464902e+01	    3.50942307e+01	    2.35818311e-01	    0.00000000e+00	    7.24089003e+00	    2.59697819e+01	    2.35818311e-01	    0.00000000e+00	    0.00000000e+00
   0.580000	    3.54196774e+00	        3.84781961e+01	    3.50942307e+01	    2.71722104e-01	    0.00000000e+00	    7.74181916e+00	    3.04646548e+01	    2.71722104e-01	    0.00000000e+00	    0.00000000e+00
   0.585000	    9.47318291e+00	        4.44084159e+01	    3.50942307e+01	    3.12178207e-01	    0.00000000e+00	    8.34699969e+00	    3.57492380e+01	    3.12178207e-01	    0.00000000e+00	    0.00000000e+00
   0.590000	    1.64411343e+01	        5.13753941e+01	    3.50942307e+01	    3.57485601e-01	    0.00000000e+00	    9.07776151e+00	    4.19401470e+01	    3.57485601e-01	    0.00000000e+00	    0.00000000e+00
   0.595000	    2.46005023e+01	        5.95337618e+01	    3.50942307e+01	    4.07932203e-01	    0.00000000e+00	    9.95968768e+00	    4.91661419e+01	    4.07932203e-01	    0.00000000e+00	    0.00000000e+00
   0.600000	    3.41236211e+01	        6.90558812e+01	    3.50942307e+01	    4.63799842e-01	    0.00000000e+00	    1.10234293e+01	    5.75686520e+01	    4.63799842e-01	    0.00000000e+00	    0.00000000e+00
   0.605000	    4.52020205e+01	        8.01333133e+01	    3.50942307e+01	    5.25370581e-01	    0.00000000e+00	    1.23056659e+01	    6.73022768e+01	    5.25370581e-01	    0.00000000e+00	    0.00000000e+00
   0.610000	    5.80481572e+01	        9.29784566e+01	    3.50942307e+01	    5.92934396e-01	    0.00000000e+00	    1.38502251e+01	    7.85352971e+01	    5.92934396e-01	    0.00000000e+00	    0.00000000e+00
   0.615000	    7.28971273e+01	        1.07826455e+02	    3.50942307e+01	    6.66798223e-01	    0.00000000e+00	    1.57093955e+01	    9.14502617e+01	    6.66798223e-01	    0.00000000e+00	    0.00000000e+00
   0.620000	    9.00089446e+01	        1.24937276e+02	    3.50942307e+01	    7.47293186e-01	    0.00000000e+00	    1.79454515e+01	    1.06244531e+02	    7.47293186e-01	    0.00000000e+00	    0.00000000e+00
   0.625000	    1.09670789e+02	        1.44598122e+02	    3.50942307e+01	    8.34782387e-01	    0.00000000e+00	    2.06324128e+01	    1.23130926e+02	    8.34782387e-01	    0.00000000e+00	    0.00000000e+00
   0.630000	    1.32199718e+02	        1.67126057e+02	    3.50942307e+01	    9.29666174e-01	    0.00000000e+00	    2.38580569e+01	    1.42338334e+02	    9.29666174e-01	    0.00000000e+00	    0.00000000e+00
   0.635000	    1.57945552e+02	        1.92870896e+02	    3.50942307e+01	    1.03238569e+00	    0.00000000e+00	    2.77262387e+01	    1.64112271e+02	    1.03238569e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	    1.87295853e+02	        2.22220299e+02	    3.50942307e+01	    1.14333497e+00	    0.00000000e+00	    3.23594513e+01	    1.88717512e+02	    1.14333497e+00	    0.00000000e+00	    0.00000000e+00
   0.645000	    2.20670050e+02	        2.55593501e+02	    3.50942307e+01	    1.26331513e+00	    0.00000000e+00	    3.79017020e+01	    2.16428484e+02	    1.26331513e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	    2.58541567e+02	        2.93464019e+02	    3.50942307e+01	    1.39262389e+00	    0.00000000e+00	    4.45217941e+01	    2.47549601e+02	    1.39262389e+00	    0.00000000e+00	    0.00000000e+00
   0.655000	    3.01422720e+02	        3.36344163e+02	    3.50942307e+01	    1.53196314e+00	    0.00000000e+00	    5.24167305e+01	    2.82395469e+02	    1.53196314e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	    3.49877858e+02	        3.84798300e+02	    3.50942307e+01	    1.68197908e+00	    0.00000000e+00	    6.18155349e+01	    3.21300786e+02	    1.68197908e+00	    0.00000000e+00	    0.00000000e+00
   0.665000	    4.04525053e+02	        4.39444527e+02	    3.50942307e+01	    1.84334828e+00	    0.00000000e+00	    7.29831707e+01	    3.64618008e+02	    1.84334828e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	    4.66039408e+02	        5.00957879e+02	    3.50942307e+01	    2.01676915e+00	    0.00000000e+00	    8.62246524e+01	    4.12716457e+02	    2.01676915e+00	    0.00000000e+00	    0.00000000e+00
   0.675000	    5.35166137e+02	        5.70083621e+02	    3.50942307e+01	    2.20287735e+00	    0.00000000e+00	    1.01888605e+02	    4.65992139e+02	    2.20287735e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	    6.12678029e+02	        6.47594521e+02	    3.50942307e+01	    2.40252977e+00	    0.00000000e+00	    1.20373600e+02	    5.24818392e+02	    2.40252977e+00	    0.00000000e+00	    0.00000000e+00
   0.685000	    6.99449941e+02	        7.34365420e+02	    3.50942307e+01	    2.61638351e+00	    0.00000000e+00	    1.42128882e+02	    5.89620154e+02	    2.61638351e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	    7.96409775e+02	        8.31324265e+02	    3.50942307e+01	    2.84514134e+00	    0.00000000e+00	    1.67659817e+02	    6.60819307e+02	    2.84514134e+00	    0.00000000e+00	    0.00000000e+00
   0.695000	    9.04551395e+02	        9.39464902e+02	    3.50942307e+01	    3.08947986e+00	    0.00000000e+00	    1.97530228e+02	    7.38845194e+02	    3.08947986e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	    1.02493396e+03	        1.05984645e+03	    3.50942307e+01	    3.35003926e+00	    0.00000000e+00	    2.32364573e+02	    8.24131840e+02	    3.35003926e+00	    0.00000000e+00	    0.00000000e+00
   0.705000	    1.15867970e+03	        1.19359119e+03	    3.50942307e+01	    3.62741138e+00	    0.00000000e+00	    2.72849230e+02	    9.17114548e+02	    3.62741138e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	    1.30697087e+03	        1.34188142e+03	    3.50942307e+01	    3.92213048e+00	    0.00000000e+00	    3.19732576e+02	    1.01822671e+03	    3.92213048e+00	    0.00000000e+00	    0.00000000e+00
   0.715000	    1.47104427e+03	        1.50595382e+03	    3.50942307e+01	    4.23465835e+00	    0.00000000e+00	    3.73823733e+02	    1.12789543e+03	    4.23465835e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	    1.65218667e+03	        1.68709520e+03	    3.50942307e+01	    4.56538384e+00	    0.00000000e+00	    4.35990468e+02	    1.24653935e+03	    4.56538384e+00	    0.00000000e+00	    0.00000000e+00
   0.725000	    1.85172705e+03	        1.88663461e+03	    3.50942307e+01	    4.91461105e+00	    0.00000000e+00	    5.07155463e+02	    1.37456454e+03	    4.91461105e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	    2.07102859e+03	        2.10593513e+03	    3.50942307e+01	    5.28255458e+00	    0.00000000e+00	    5.88291238e+02	    1.51236133e+03	    5.28255458e+00	    0.00000000e+00	    0.00000000e+00
   0.735000	    2.31148032e+03	        2.34638589e+03	    3.50942307e+01	    5.66933872e+00	    0.00000000e+00	    6.80414460e+02	    1.66030209e+03	    5.66933872e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	    2.57448774e+03	        2.60939228e+03	    3.50942307e+01	    6.07499552e+00	    0.00000000e+00	    7.84578693e+02	    1.81873859e+03	    6.07499552e+00	    0.00000000e+00	    0.00000000e+00
   0.745000	    2.86146329e+03	        2.89636684e+03	    3.50942307e+01	    6.49946676e+00	    0.00000000e+00	    9.01866958e+02	    1.98800041e+03	    6.49946676e+00	    0.00000000e+00	    0.00000000e+00
   0.750000	    3.17381714e+03	        3.20871970e+03	    3.50942307e+01	    6.94260764e+00	    0.00000000e+00	    1.03338346e+03	    2.16839363e+03	    6.94260764e+00	    0.00000000e+00	    0.00000000e+00
   0.755000	    3.51294749e+03	        3.54784902e+03	    3.50942307e+01	    7.40419026e+00	    0.00000000e+00	    1.18024515e+03	    2.36019969e+03	    7.40419026e+00	    0.00000000e+00	    0.00000000e+00
   0.760000	    3.88023275e+03	        3.91513330e+03	    3.50942307e+01	    7.88391311e+00	    0.00000000e+00	    1.34357366e+03	    2.56367573e+03	    7.88391311e+00	    0.00000000e+00	    0.00000000e+00
   0.765000	    4.27702313e+03	        4.31192265e+03	    3.50942307e+01	    8.38140673e+00	    0.00000000e+00	    1.52448697e+03	    2.77905427e+03	    8.38140673e+00	    0.00000000e+00	    0.00000000e+00
   0.770000	    4.70463426e+03	        4.73953287e+03	    3.50942307e+01	    8.89624462e+00	    0.00000000e+00	    1.72409237e+03	    3.00654425e+03	    8.89624462e+00	    0.00000000e+00	    0.00000000e+00
   0.775000	    5.16440088e+03	        5.19929846e+03	    3.50942307e+01	    9.42852578e+00	    0.00000000e+00	    1.94355416e+03	    3.24631578e+03	    9.42852578e+00	    0.00000000e+00	    0.00000000e+00
   0.780000	    5.65748165e+03	        5.69237825e+03	    3.50942307e+01	    9.97678890e+00	    0.00000000e+00	    2.18383416e+03	    3.49856730e+03	    9.97678890e+00	    0.00000000e+00	    0.00000000e+00
   0.785000	    6.18508641e+03	        6.21998200e+03	    3.50942307e+01	    1.05408893e+01	    0.00000000e+00	    2.44601362e+03	    3.76342749e+03	    1.05408893e+01	    0.00000000e+00	    0.00000000e+00
   0.790000	    6.74834674e+03	        6.78324131e+03	    3.50942307e+01	    1.11202553e+01	    0.00000000e+00	    2.73109876e+03	    4.04102230e+03	    1.11202553e+01	    0.00000000e+00	    0.00000000e+00
   0.795000	    7.34833989e+03	        7.38323351e+03	    3.50942307e+01	    1.17142985e+01	    0.00000000e+00	    3.04005905e+03	    4.33146016e+03	    1.17142985e+01	    0.00000000e+00	    0.00000000e+00
   0.800000	    7.98608637e+03	        8.02097899e+03	    3.50942307e+01	    1.23224151e+01	    0.00000000e+00	    3.37382387e+03	    4.63483271e+03	    1.23224151e+01	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    0.576564	Volt
Jsc =	   27.59609133	mA/cm2
FF =	   81.3586	%
eta =	   14.3832	%
V_MPP =	    0.496382	Volt
J_MPP =	   26.07849720	mA/cm2

SCAPS 3.3.12 ELIS-UGent: Version scaps3312.exe, dated 00-00-   0, 00:00:00
Simulation of QE curves
Single shot simulation #	7
Calculation started : 	12-8-2026 at 15:41:25

problem definition file :	c:\Users\orden\Desktop\scaps\def\CELL1.def
last saved: 	09-07-2026 at 20:17:00

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

  lambda(nm)	      QE(%)	photon energy (eV)

   300.000000	   7.736709e+00	    4.133257
   310.000000	   7.895946e+00	    3.999926
   320.000000	   8.052638e+00	    3.874928
   330.000000	   8.159698e+00	    3.757506
   340.000000	   8.254584e+00	    3.646991
   350.000000	   8.314589e+00	    3.542791
   360.000000	   8.379258e+00	    3.444381
   370.000000	   9.114732e+00	    3.351289
   380.000000	   1.309825e+01	    3.263097
   390.000000	   1.735417e+01	    3.179428
   400.000000	   2.359177e+01	    3.099943
   410.000000	   2.956633e+01	    3.024334
   420.000000	   3.675679e+01	    2.952326
   430.000000	   4.234277e+01	    2.883667
   440.000000	   4.853046e+01	    2.818130
   450.000000	   5.384057e+01	    2.755504
   460.000000	   5.895277e+01	    2.695602
   470.000000	   6.297632e+01	    2.638249
   480.000000	   6.747610e+01	    2.583285
   490.000000	   7.063988e+01	    2.530565
   500.000000	   7.371430e+01	    2.479954
   510.000000	   7.684562e+01	    2.431327
   520.000000	   7.949288e+01	    2.384571
   530.000000	   8.108740e+01	    2.339579
   540.000000	   8.315889e+01	    2.296254
   550.000000	   8.488870e+01	    2.254504
   560.000000	   8.618892e+01	    2.214245
   570.000000	   8.715472e+01	    2.175398
   580.000000	   8.811500e+01	    2.137891
   590.000000	   8.938489e+01	    2.101656
   600.000000	   9.009146e+01	    2.066628
   610.000000	   9.068324e+01	    2.032749
   620.000000	   9.120124e+01	    1.999963
   630.000000	   9.170846e+01	    1.968217
   640.000000	   9.221131e+01	    1.937464
   650.000000	   9.268565e+01	    1.907657
   660.000000	   9.313411e+01	    1.878753
   670.000000	   9.354551e+01	    1.850712
   680.000000	   9.385831e+01	    1.823496
   690.000000	   9.412299e+01	    1.797068
   700.000000	   9.436403e+01	    1.771396
   710.000000	   9.454596e+01	    1.746446
   720.000000	   9.471203e+01	    1.722190
   730.000000	   9.482977e+01	    1.698599
   740.000000	   9.490504e+01	    1.675645
   750.000000	   9.494285e+01	    1.653303
   760.000000	   9.493139e+01	    1.631549
   770.000000	   9.487165e+01	    1.610360
   780.000000	   9.475557e+01	    1.589714
   790.000000	   9.457978e+01	    1.569591
   800.000000	   9.433398e+01	    1.549971
   810.000000	   9.400908e+01	    1.530836
   820.000000	   9.359817e+01	    1.512167
   830.000000	   9.308507e+01	    1.493948
   840.000000	   9.245636e+01	    1.476163
   850.000000	   9.166777e+01	    1.458796
   860.000000	   9.072052e+01	    1.441834
   870.000000	   8.957524e+01	    1.425261
   880.000000	   8.820462e+01	    1.409065
   890.000000	   8.654088e+01	    1.393233
   900.000000	   8.453337e+01	    1.377752
