SCAPS 3.3.12 ELIS-UGent: Version scaps3312.exe, dated 00-00-   0, 00:00:00
Simulation of I-V curves
Single shot simulation #	9
Calculation started : 	12-8-2026 at 15:45:06

problem definition file :	c:\Users\orden\Desktop\scaps\def\CELL1.def
last saved: 	09-07-2026 at 20:17:00

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   0.480000	   -2.95969150e+01	        5.35893536e+00	    3.50942307e+01	    5.35139702e-02	    0.00000000e+00	    4.92049708e+00	    3.84924311e-01	    5.35139702e-02	    0.00000000e+00	    0.00000000e+00
   0.485000	   -2.95635460e+01	        5.39130536e+00	    3.50942307e+01	    5.62295650e-02	    0.00000000e+00	    4.93358743e+00	    4.01488360e-01	    5.62295650e-02	    0.00000000e+00	    0.00000000e+00
   0.490000	   -2.95233431e+01	        5.43050686e+00	    3.50942307e+01	    5.95017738e-02	    0.00000000e+00	    4.94945790e+00	    4.21547189e-01	    5.95017738e-02	    0.00000000e+00	    0.00000000e+00
   0.495000	   -2.94748649e+01	        5.47798560e+00	    3.50942307e+01	    6.34416828e-02	    0.00000000e+00	    4.96870259e+00	    4.45841331e-01	    6.34416828e-02	    0.00000000e+00	    0.00000000e+00
   0.500000	   -2.94163807e+01	        5.53548334e+00	    3.50942307e+01	    6.81808300e-02	    0.00000000e+00	    4.99203507e+00	    4.75267437e-01	    6.81808300e-02	    0.00000000e+00	    0.00000000e+00
   0.505000	   -2.93458382e+01	        5.60510458e+00	    3.50942307e+01	    7.38742675e-02	    0.00000000e+00	    5.02031918e+00	    5.10911132e-01	    7.38742675e-02	    0.00000000e+00	    0.00000000e+00
   0.510000	   -2.92605441e+01	        5.68939991e+00	    3.50942307e+01	    8.07037704e-02	    0.00000000e+00	    5.05460946e+00	    5.54086686e-01	    8.07037704e-02	    0.00000000e+00	    0.00000000e+00
   0.515000	   -2.91575079e+01	        5.79143468e+00	    3.50942307e+01	    8.88807751e-02	    0.00000000e+00	    5.09617083e+00	    6.06383082e-01	    8.88807751e-02	    0.00000000e+00	    0.00000000e+00
   0.520000	   -2.90330403e+01	        5.91491557e+00	    3.50942307e+01	    9.86494374e-02	    0.00000000e+00	    5.14654440e+00	    6.69721734e-01	    9.86494374e-02	    0.00000000e+00	    0.00000000e+00
   0.525000	   -2.88826550e+01	        6.06430254e+00	    3.50942307e+01	    1.10289042e-01	    0.00000000e+00	    5.20758869e+00	    7.46424800e-01	    1.10289042e-01	    0.00000000e+00	    0.00000000e+00
   0.530000	   -2.87010018e+01	        6.24496031e+00	    3.50942307e+01	    1.24115394e-01	    0.00000000e+00	    5.28154904e+00	    8.39295884e-01	    1.24115394e-01	    0.00000000e+00	    0.00000000e+00
   0.535000	   -2.84816318e+01	        6.46334428e+00	    3.50942307e+01	    1.40481147e-01	    0.00000000e+00	    5.37114490e+00	    9.51718231e-01	    1.40481147e-01	    0.00000000e+00	    0.00000000e+00
   0.540000	   -2.82168726e+01	        6.72720317e+00	    3.50942307e+01	    1.59774265e-01	    0.00000000e+00	    5.47965843e+00	    1.08777047e+00	    1.59774265e-01	    0.00000000e+00	    0.00000000e+00
   0.545000	   -2.78972437e+01	        7.04583225e+00	    3.50942307e+01	    1.82414568e-01	    0.00000000e+00	    5.61105163e+00	    1.25236605e+00	    1.82414568e-01	    0.00000000e+00	    0.00000000e+00
   0.550000	   -2.75117127e+01	        7.43036951e+00	    3.50942307e+01	    2.08847779e-01	    0.00000000e+00	    5.77010620e+00	    1.45141553e+00	    2.08847779e-01	    0.00000000e+00	    0.00000000e+00
   0.555000	   -2.70469311e+01	        7.89415049e+00	    3.50942307e+01	    2.39537823e-01	    0.00000000e+00	    5.96258943e+00	    1.69202324e+00	    2.39537823e-01	    0.00000000e+00	    0.00000000e+00
   0.560000	   -2.64869605e+01	        8.45312931e+00	    3.50942307e+01	    2.74957327e-01	    0.00000000e+00	    6.19545536e+00	    1.98271663e+00	    2.74957327e-01	    0.00000000e+00	    0.00000000e+00
   0.565000	   -2.58127867e+01	        9.12637511e+00	    3.50942307e+01	    3.15577710e-01	    0.00000000e+00	    6.47707857e+00	    2.33371884e+00	    3.15577710e-01	    0.00000000e+00	    0.00000000e+00
   0.570000	   -2.50014884e+01	        9.93668142e+00	    3.50942307e+01	    3.61860101e-01	    0.00000000e+00	    6.81755151e+00	    2.75726981e+00	    3.61860101e-01	    0.00000000e+00	    0.00000000e+00
   0.575000	   -2.40259544e+01	        1.09112733e+01	    3.50942307e+01	    4.14248920e-01	    0.00000000e+00	    7.22902251e+00	    3.26800190e+00	    4.14248920e-01	    0.00000000e+00	    0.00000000e+00
   0.580000	   -2.28535544e+01	        1.20826748e+01	    3.50942307e+01	    4.73169223e-01	    0.00000000e+00	    7.72612036e+00	    3.88338519e+00	    4.73169223e-01	    0.00000000e+00	    0.00000000e+00
   0.585000	   -2.14455147e+01	        1.34897167e+01	    3.50942307e+01	    5.39029608e-01	    0.00000000e+00	    8.32644369e+00	    4.62424339e+00	    5.39029608e-01	    0.00000000e+00	    0.00000000e+00
   0.590000	   -1.97554881e+01	        1.51787683e+01	    3.50942307e+01	    6.12230001e-01	    0.00000000e+00	    9.05117651e+00	    5.51536178e+00	    6.12230001e-01	    0.00000000e+00	    0.00000000e+00
   0.595000	   -1.77280883e+01	        1.72051699e+01	    3.50942307e+01	    6.93173946e-01	    0.00000000e+00	    9.92580260e+00	    6.58619338e+00	    6.93173946e-01	    0.00000000e+00	    0.00000000e+00
   0.600000	   -1.52973337e+01	        1.96349263e+01	    3.50942307e+01	    7.82284615e-01	    0.00000000e+00	    1.09809646e+01	    7.87167717e+00	    7.82284615e-01	    0.00000000e+00	    0.00000000e+00
   0.605000	   -1.23845688e+01	        2.25467245e+01	    3.50942307e+01	    8.80021651e-01	    0.00000000e+00	    1.22535156e+01	    9.41318726e+00	    8.80021651e-01	    0.00000000e+00	    0.00000000e+00
   0.610000	   -8.89603704e+00	        2.60342664e+01	    3.50942307e+01	    9.86897399e-01	    0.00000000e+00	    1.37877442e+01	    1.12596248e+01	    9.86897399e-01	    0.00000000e+00	    0.00000000e+00
   0.615000	   -4.72029911e+00	        3.02090012e+01	    3.50942307e+01	    1.10349185e+00	    0.00000000e+00	    1.56368403e+01	    1.34686690e+01	    1.10349185e+00	    0.00000000e+00	    0.00000000e+00
   0.620000	    2.75012170e-01	        3.52033454e+01	    3.50942307e+01	    1.23046419e+00	    0.00000000e+00	    1.78646753e+01	    1.61082059e+01	    1.23046419e+00	    0.00000000e+00	    0.00000000e+00
   0.625000	    6.24702012e+00	        4.11743517e+01	    3.50942307e+01	    1.36856092e+00	    0.00000000e+00	    2.05478403e+01	    1.92579505e+01	    1.36856092e+00	    0.00000000e+00	    0.00000000e+00
   0.630000	    1.33816975e+01	        4.83080426e+01	    3.50942307e+01	    1.51862214e+00	    0.00000000e+00	    2.37781434e+01	    2.30112771e+01	    1.51862214e+00	    0.00000000e+00	    0.00000000e+00
   0.635000	    2.18990008e+01	        5.68243479e+01	    3.50942307e+01	    1.68158395e+00	    0.00000000e+00	    2.76654874e+01	    2.74772766e+01	    1.68158395e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	    3.20581236e+01	        6.69825798e+01	    3.50942307e+01	    1.85844958e+00	    0.00000000e+00	    3.23412963e+01	    3.27828339e+01	    1.85844958e+00	    0.00000000e+00	    0.00000000e+00
   0.645000	    4.41657356e+01	        7.90891800e+01	    3.50942307e+01	    2.05044227e+00	    0.00000000e+00	    3.79624709e+01	    3.90762669e+01	    2.05044227e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	    5.85803771e+01	        9.35028279e+01	    3.50942307e+01	    2.25869682e+00	    0.00000000e+00	    4.47161799e+01	    4.65279512e+01	    2.25869682e+00	    0.00000000e+00	    0.00000000e+00
   0.655000	    7.57238530e+01	        1.10645302e+02	    3.50942307e+01	    2.48456640e+00	    0.00000000e+00	    5.28251546e+01	    5.53355808e+01	    2.48456640e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	    9.60895407e+01	        1.31009992e+02	    3.50942307e+01	    2.72946592e+00	    0.00000000e+00	    6.25541067e+01	    6.57264189e+01	    2.72946592e+00	    0.00000000e+00	    0.00000000e+00
   0.665000	    1.20253479e+02	        1.55172954e+02	    3.50942307e+01	    2.99490082e+00	    0.00000000e+00	    7.42169264e+01	    7.79611270e+01	    2.99490082e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	    1.48886645e+02	        1.83805119e+02	    3.50942307e+01	    3.28246380e+00	    0.00000000e+00	    8.81850379e+01	    9.23376178e+01	    3.28246380e+00	    0.00000000e+00	    0.00000000e+00
   0.675000	    1.82768402e+02	        2.17685882e+02	    3.50942307e+01	    3.59383244e+00	    0.00000000e+00	    1.04896881e+02	    1.09195169e+02	    3.59383244e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	    2.22801615e+02	        2.57718114e+02	    3.50942307e+01	    3.93076448e+00	    0.00000000e+00	    1.24868633e+02	    1.28918716e+02	    3.93076448e+00	    0.00000000e+00	    0.00000000e+00
   0.685000	    2.70029174e+02	        3.04944663e+02	    3.50942307e+01	    4.29509357e+00	    0.00000000e+00	    1.48706211e+02	    1.51943358e+02	    4.29509357e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	    3.25651977e+02	        3.60566467e+02	    3.50942307e+01	    4.68872329e+00	    0.00000000e+00	    1.77118782e+02	    1.78758962e+02	    4.68872329e+00	    0.00000000e+00	    0.00000000e+00
   0.695000	    3.91048443e+02	        4.25961932e+02	    3.50942307e+01	    5.11361964e+00	    0.00000000e+00	    2.10933449e+02	    2.09914863e+02	    5.11361964e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	    4.67795292e+02	        5.02707790e+02	    3.50942307e+01	    5.57180331e+00	    0.00000000e+00	    2.51111396e+02	    2.46024591e+02	    5.57180331e+00	    0.00000000e+00	    0.00000000e+00
   0.705000	    5.57685338e+02	        5.92596831e+02	    3.50942307e+01	    6.06529599e+00	    0.00000000e+00	    2.98767281e+02	    2.87764254e+02	    6.06529599e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	    6.62765895e+02	        6.97676391e+02	    3.50942307e+01	    6.59627311e+00	    0.00000000e+00	    3.55180905e+02	    3.35899214e+02	    6.59627311e+00	    0.00000000e+00	    0.00000000e+00
   0.715000	    7.85341259e+02	        8.20250826e+02	    3.50942307e+01	    7.16681423e+00	    0.00000000e+00	    4.21825803e+02	    3.91258209e+02	    7.16681423e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	    9.28009616e+02	        9.62918164e+02	    3.50942307e+01	    7.77904111e+00	    0.00000000e+00	    5.00383393e+02	    4.54755730e+02	    7.77904111e+00	    0.00000000e+00	    0.00000000e+00
   0.725000	    1.09368358e+03	        1.12859114e+03	    3.50942307e+01	    8.43506145e+00	    0.00000000e+00	    5.92764978e+02	    5.27391097e+02	    8.43506145e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	    1.28561309e+03	        1.32051963e+03	    3.50942307e+01	    9.13695278e+00	    0.00000000e+00	    7.01131249e+02	    6.10251433e+02	    9.13695278e+00	    0.00000000e+00	    0.00000000e+00
   0.735000	    1.50740665e+03	        1.54231222e+03	    3.50942307e+01	    9.88674239e+00	    0.00000000e+00	    8.27911672e+02	    7.04513807e+02	    9.88674239e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	    1.76305055e+03	        1.79795515e+03	    3.50942307e+01	    1.06863878e+01	    0.00000000e+00	    9.75822082e+02	    8.11446682e+02	    1.06863878e+01	    0.00000000e+00	    0.00000000e+00
   0.745000	    2.05692493e+03	        2.09182851e+03	    3.50942307e+01	    1.15377546e+01	    0.00000000e+00	    1.14788041e+03	    9.32410350e+02	    1.15377546e+01	    0.00000000e+00	    0.00000000e+00
   0.750000	    2.39381656e+03	        2.42871913e+03	    3.50942307e+01	    1.24425983e+01	    0.00000000e+00	    1.34741988e+03	    1.06885665e+03	    1.24425983e+01	    0.00000000e+00	    0.00000000e+00
   0.755000	    2.77892721e+03	        2.81382880e+03	    3.50942307e+01	    1.34025447e+01	    0.00000000e+00	    1.57809879e+03	    1.22232747e+03	    1.34025447e+01	    0.00000000e+00	    0.00000000e+00
   0.760000	    3.21787629e+03	        3.25277693e+03	    3.50942307e+01	    1.44190645e+01	    0.00000000e+00	    1.84390598e+03	    1.39445189e+03	    1.44190645e+01	    0.00000000e+00	    0.00000000e+00
   0.765000	    3.71669998e+03	        3.75159954e+03	    3.50942307e+01	    1.54934668e+01	    0.00000000e+00	    2.14916296e+03	    1.58694311e+03	    1.54934668e+01	    0.00000000e+00	    0.00000000e+00
   0.770000	    4.28184261e+03	        4.31674121e+03	    3.50942307e+01	    1.66268770e+01	    0.00000000e+00	    2.49852082e+03	    1.80159351e+03	    1.66268770e+01	    0.00000000e+00	    0.00000000e+00
   0.775000	    4.92014367e+03	        4.95504129e+03	    3.50942307e+01	    1.78202269e+01	    0.00000000e+00	    2.89695199e+03	    2.04026907e+03	    1.78202269e+01	    0.00000000e+00	    0.00000000e+00
   0.780000	    5.63881790e+03	        5.67371455e+03	    3.50942307e+01	    1.90742449e+01	    0.00000000e+00	    3.34973766e+03	    2.30490264e+03	    1.90742449e+01	    0.00000000e+00	    0.00000000e+00
   0.785000	    6.44543009e+03	        6.48032573e+03	    3.50942307e+01	    2.03894455e+01	    0.00000000e+00	    3.86244988e+03	    2.59748640e+03	    2.03894455e+01	    0.00000000e+00	    0.00000000e+00
   0.790000	    7.34786628e+03	        7.38276089e+03	    3.50942307e+01	    2.17661357e+01	    0.00000000e+00	    4.44093037e+03	    2.92006438e+03	    2.17661357e+01	    0.00000000e+00	    0.00000000e+00
   0.795000	    8.35429799e+03	        8.38919163e+03	    3.50942307e+01	    2.32044075e+01	    0.00000000e+00	    5.09126407e+03	    3.27472315e+03	    2.32044075e+01	    0.00000000e+00	    0.00000000e+00
   0.800000	    9.47314464e+03	        9.50803725e+03	    3.50942307e+01	    2.47041446e+01	    0.00000000e+00	    5.81974989e+03	    3.66358321e+03	    2.47041446e+01	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    0.619745	Volt
Jsc =	   29.85339356	mA/cm2
FF =	   82.3776	%
eta =	   16.9345	%
V_MPP =	    0.537446	Volt
J_MPP =	   28.35830847	mA/cm2

SCAPS 3.3.12 ELIS-UGent: Version scaps3312.exe, dated 00-00-   0, 00:00:00
Simulation of QE curves
Single shot simulation #	9
Calculation started : 	12-8-2026 at 15:45:06

problem definition file :	c:\Users\orden\Desktop\scaps\def\CELL1.def
last saved: 	09-07-2026 at 20:17:00

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

  lambda(nm)	      QE(%)	photon energy (eV)

   300.000000	   7.725760e+00	    4.133257
   310.000000	   7.884772e+00	    3.999926
   320.000000	   8.041241e+00	    3.874928
   330.000000	   8.148148e+00	    3.757506
   340.000000	   8.242900e+00	    3.646991
   350.000000	   8.302820e+00	    3.542791
   360.000000	   8.367397e+00	    3.444381
   370.000000	   9.101826e+00	    3.351289
   380.000000	   1.307968e+01	    3.263097
   390.000000	   1.732952e+01	    3.179428
   400.000000	   2.355821e+01	    3.099943
   410.000000	   2.952423e+01	    3.024334
   420.000000	   3.670445e+01	    2.952326
   430.000000	   4.228260e+01	    2.883667
   440.000000	   4.846201e+01	    2.818130
   450.000000	   5.376572e+01	    2.755504
   460.000000	   5.887314e+01	    2.695602
   470.000000	   6.289459e+01	    2.638249
   480.000000	   6.739504e+01	    2.583285
   490.000000	   7.056240e+01	    2.530565
   500.000000	   7.364407e+01	    2.479954
   510.000000	   7.678866e+01	    2.431327
   520.000000	   7.945419e+01	    2.384571
   530.000000	   8.106427e+01	    2.339579
   540.000000	   8.316342e+01	    2.296254
   550.000000	   8.492537e+01	    2.254504
   560.000000	   8.625760e+01	    2.214245
   570.000000	   8.725302e+01	    2.175398
   580.000000	   8.824968e+01	    2.137891
   590.000000	   8.958150e+01	    2.101656
   600.000000	   9.033238e+01	    2.066628
   610.000000	   9.096872e+01	    2.032749
   620.000000	   9.153258e+01	    1.999963
   630.000000	   9.209349e+01	    1.968217
   640.000000	   9.266042e+01	    1.937464
   650.000000	   9.320881e+01	    1.907657
   660.000000	   9.374376e+01	    1.878753
   670.000000	   9.425604e+01	    1.850712
   680.000000	   9.466582e+01	    1.823496
   690.000000	   9.503365e+01	    1.797068
   700.000000	   9.539742e+01	    1.771396
   710.000000	   9.569980e+01	    1.746446
   720.000000	   9.601944e+01	    1.722190
   730.000000	   9.629741e+01	    1.698599
   740.000000	   9.654907e+01	    1.675645
   750.000000	   9.679581e+01	    1.653303
   760.000000	   9.701526e+01	    1.631549
   770.000000	   9.721753e+01	    1.610360
   780.000000	   9.739752e+01	    1.589714
   790.000000	   9.756044e+01	    1.569591
   800.000000	   9.770111e+01	    1.549971
   810.000000	   9.782381e+01	    1.530836
   820.000000	   9.792358e+01	    1.512167
   830.000000	   9.799953e+01	    1.493948
   840.000000	   9.804803e+01	    1.476163
   850.000000	   9.806360e+01	    1.458796
   860.000000	   9.803479e+01	    1.441834
   870.000000	   9.794548e+01	    1.425261
   880.000000	   9.777100e+01	    1.409065
   890.000000	   9.746834e+01	    1.393233
   900.000000	   9.697692e+01	    1.377752
