
SCAPS 3.3.12 ELIS-UGent: Version scaps3312.exe, dated 00-00-   0, 00:00:00
Simulation of I-V curves
Single shot simulation #	8
Calculation started : 	12-8-2026 at 15:43:09

problem definition file :	c:\Users\orden\Desktop\scaps\def\CELL1.def
last saved: 	09-07-2026 at 20:17:00

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

    v(V)	jtot(mA/cm2)	j_total_rec(mA/cm2)	j_total_gen(mA/cm2)	   jbulk(mA/cm2)	jifr(mA/cm2)	jminor_left(mA/cm2)	jminor_right(mA/cm2)	j_SRH(mA/cm2)	j_Radiative(mA/cm2)	j_Auger(mA/cm2)
   0.505000	   -2.74007368e+01	        7.55020617e+00	    3.50942307e+01	    5.46026790e-02	    0.00000000e+00	    5.02041819e+00	    2.47518530e+00	    5.46026790e-02	    0.00000000e+00	    0.00000000e+00
   0.510000	   -2.71534849e+01	        7.79645826e+00	    3.50942307e+01	    5.99553160e-02	    0.00000000e+00	    5.05473752e+00	    2.68176543e+00	    5.99553160e-02	    0.00000000e+00	    0.00000000e+00
   0.515000	   -2.68547458e+01	        8.09419734e+00	    3.50942307e+01	    6.63711541e-02	    0.00000000e+00	    5.09634052e+00	    2.93148567e+00	    6.63711541e-02	    0.00000000e+00	    0.00000000e+00
   0.520000	   -2.64939335e+01	        8.45402270e+00	    3.50942307e+01	    7.40459426e-02	    0.00000000e+00	    5.14676836e+00	    3.23320840e+00	    7.40459426e-02	    0.00000000e+00	    0.00000000e+00
   0.525000	   -2.60583204e+01	        8.88863548e+00	    3.50942307e+01	    8.32048737e-02	    0.00000000e+00	    5.20788496e+00	    3.59754565e+00	    8.32048737e-02	    0.00000000e+00	    0.00000000e+00
   0.530000	   -2.55327412e+01	        9.41322144e+00	    3.50942307e+01	    9.41043145e-02	    0.00000000e+00	    5.28194669e+00	    4.03717044e+00	    9.41043145e-02	    0.00000000e+00	    0.00000000e+00
   0.535000	   -2.48990842e+01	        1.00458922e+01	    3.50942307e+01	    1.07032778e-01	    0.00000000e+00	    5.37167958e+00	    4.56717988e+00	    1.07032778e-01	    0.00000000e+00	    0.00000000e+00
   0.540000	   -2.41358847e+01	        1.08081913e+01	    3.50942307e+01	    1.22310521e-01	    0.00000000e+00	    5.48037951e+00	    5.20550129e+00	    1.22310521e-01	    0.00000000e+00	    0.00000000e+00
   0.545000	   -2.32174092e+01	        1.17256667e+01	    3.50942307e+01	    1.40287559e-01	    0.00000000e+00	    5.61202610e+00	    5.97335302e+00	    1.40287559e-01	    0.00000000e+00	    0.00000000e+00
   0.550000	   -2.21135720e+01	        1.28285098e+01	    3.50942307e+01	    1.61339652e-01	    0.00000000e+00	    5.77142469e+00	    6.89574550e+00	    1.61339652e-01	    0.00000000e+00	    0.00000000e+00
   0.555000	   -2.07888028e+01	        1.41522787e+01	    3.50942307e+01	    1.85862411e-01	    0.00000000e+00	    5.96437188e+00	    8.00204436e+00	    1.85862411e-01	    0.00000000e+00	    0.00000000e+00
   0.560000	   -1.92013957e+01	        1.57386928e+01	    3.50942307e+01	    2.14263487e-01	    0.00000000e+00	    6.19785811e+00	    9.32657118e+00	    2.14263487e-01	    0.00000000e+00	    0.00000000e+00
   0.565000	   -1.73026455e+01	        1.76365159e+01	    3.50942307e+01	    2.46953483e-01	    0.00000000e+00	    6.48030687e+00	    1.09092556e+01	    2.46953483e-01	    0.00000000e+00	    0.00000000e+00
   0.570000	   -1.50356423e+01	        1.99025294e+01	    3.50942307e+01	    2.84336438e-01	    0.00000000e+00	    6.82186452e+00	    1.27963284e+01	    2.84336438e-01	    0.00000000e+00	    0.00000000e+00
   0.575000	   -1.23346327e+01	        2.26025961e+01	    3.50942307e+01	    3.26801454e-01	    0.00000000e+00	    7.23473762e+00	    1.50410570e+01	    3.26801454e-01	    0.00000000e+00	    0.00000000e+00
   0.580000	   -9.12336158e+00	        2.58128674e+01	    3.50942307e+01	    3.74716014e-01	    0.00000000e+00	    7.73362338e+00	    1.77045280e+01	    3.74716014e-01	    0.00000000e+00	    0.00000000e+00
   0.585000	   -5.31414619e+00	        2.96210856e+01	    3.50942307e+01	    4.28423576e-01	    0.00000000e+00	    8.33618916e+00	    2.08564729e+01	    4.28423576e-01	    0.00000000e+00	    0.00000000e+00
   0.590000	   -8.06188248e-01	        3.41280689e+01	    3.50942307e+01	    4.88244662e-01	    0.00000000e+00	    9.06367182e+00	    2.45761524e+01	    4.88244662e-01	    0.00000000e+00	    0.00000000e+00
   0.595000	    4.51610438e+00	        3.94493630e+01	    3.50942307e+01	    5.54482357e-01	    0.00000000e+00	    9.94158444e+00	    2.89532962e+01	    5.54482357e-01	    0.00000000e+00	    0.00000000e+00
   0.600000	    1.07848401e+01	        4.57171037e+01	    3.50942307e+01	    6.27432250e-01	    0.00000000e+00	    1.10005552e+01	    3.40891163e+01	    6.27432250e-01	    0.00000000e+00	    0.00000000e+00
   0.605000	    1.81508255e+01	        5.30821207e+01	    3.50942307e+01	    7.07394361e-01	    0.00000000e+00	    1.22773321e+01	    4.00973942e+01	    7.07394361e-01	    0.00000000e+00	    0.00000000e+00
   0.610000	    2.67860128e+01	        6.17163165e+01	    3.50942307e+01	    7.94686315e-01	    0.00000000e+00	    1.38159844e+01	    4.71056459e+01	    7.94686315e-01	    0.00000000e+00	    0.00000000e+00
   0.615000	    3.68866822e+01	        7.18160113e+01	    3.50942307e+01	    8.89666846e-01	    0.00000000e+00	    1.56692937e+01	    5.52570508e+01	    8.89666846e-01	    0.00000000e+00	    0.00000000e+00
   0.620000	    4.86732287e+01	        8.36015586e+01	    3.50942307e+01	    9.92698961e-01	    0.00000000e+00	    1.79004031e+01	    6.47084566e+01	    9.92698961e-01	    0.00000000e+00	    0.00000000e+00
   0.625000	    6.24002234e+01	        9.73275520e+01	    3.50942307e+01	    1.10425644e+00	    0.00000000e+00	    2.05848258e+01	    7.56384698e+01	    1.10425644e+00	    0.00000000e+00	    0.00000000e+00
   0.630000	    7.83552483e+01	        1.13281591e+02	    3.50942307e+01	    1.22485269e+00	    0.00000000e+00	    2.38126762e+01	    8.82440624e+01	    1.22485269e+00	    0.00000000e+00	    0.00000000e+00
   0.635000	    9.68600171e+01	        1.31785359e+02	    3.50942307e+01	    1.35502454e+00	    0.00000000e+00	    2.76913146e+01	    1.02739020e+02	    1.35502454e+00	    0.00000000e+00	    0.00000000e+00
   0.640000	    1.18284655e+02	        1.53209105e+02	    3.50942307e+01	    1.49543512e+00	    0.00000000e+00	    3.23485189e+01	    1.19365151e+02	    1.49543512e+00	    0.00000000e+00	    0.00000000e+00
   0.645000	    1.43041419e+02	        1.77964867e+02	    3.50942307e+01	    1.64675860e+00	    0.00000000e+00	    3.79359551e+01	    1.38382153e+02	    1.64675860e+00	    0.00000000e+00	    0.00000000e+00
   0.650000	    1.71603848e+02	        2.06526302e+02	    3.50942307e+01	    1.80979897e+00	    0.00000000e+00	    4.46333557e+01	    1.60083148e+02	    1.80979897e+00	    0.00000000e+00	    0.00000000e+00
   0.655000	    2.04501032e+02	        2.39422477e+02	    3.50942307e+01	    1.98538476e+00	    0.00000000e+00	    5.26531076e+01	    1.84783985e+02	    1.98538476e+00	    0.00000000e+00	    0.00000000e+00
   0.660000	    2.42330789e+02	        2.77251248e+02	    3.50942307e+01	    2.17441733e+00	    0.00000000e+00	    6.22456227e+01	    2.12831208e+02	    2.17441733e+00	    0.00000000e+00	    0.00000000e+00
   0.665000	    2.85766092e+02	        3.20685567e+02	    3.50942307e+01	    2.37785731e+00	    0.00000000e+00	    7.37051503e+01	    2.44602559e+02	    2.37785731e+00	    0.00000000e+00	    0.00000000e+00
   0.670000	    3.35563297e+02	        3.70481775e+02	    3.50942307e+01	    2.59671913e+00	    0.00000000e+00	    8.73765094e+01	    2.80508546e+02	    2.59671913e+00	    0.00000000e+00	    0.00000000e+00
   0.675000	    3.92570984e+02	        4.27488479e+02	    3.50942307e+01	    2.83206761e+00	    0.00000000e+00	    1.03662263e+02	    3.20994149e+02	    2.83206761e+00	    0.00000000e+00	    0.00000000e+00
   0.680000	    4.57739249e+02	        4.92655740e+02	    3.50942307e+01	    3.08501031e+00	    0.00000000e+00	    1.23030642e+02	    3.66540088e+02	    3.08501031e+00	    0.00000000e+00	    0.00000000e+00
   0.685000	    5.32129461e+02	        5.67044958e+02	    3.50942307e+01	    3.35669150e+00	    0.00000000e+00	    1.46024151e+02	    4.17664116e+02	    3.35669150e+00	    0.00000000e+00	    0.00000000e+00
   0.690000	    6.16924215e+02	        6.51838710e+02	    3.50942307e+01	    3.64828389e+00	    0.00000000e+00	    1.73268473e+02	    4.74921953e+02	    3.64828389e+00	    0.00000000e+00	    0.00000000e+00
   0.695000	    7.13437337e+02	        7.48350842e+02	    3.50942307e+01	    3.96097893e+00	    0.00000000e+00	    2.05481981e+02	    5.38907882e+02	    3.96097893e+00	    0.00000000e+00	    0.00000000e+00
   0.700000	    8.23123884e+02	        8.58036395e+02	    3.50942307e+01	    4.29597774e+00	    0.00000000e+00	    2.43485269e+02	    6.10255149e+02	    4.29597774e+00	    0.00000000e+00	    0.00000000e+00
   0.705000	    9.47589566e+02	        9.82501068e+02	    3.50942307e+01	    4.65447916e+00	    0.00000000e+00	    2.88210806e+02	    6.89635783e+02	    4.65447916e+00	    0.00000000e+00	    0.00000000e+00
   0.710000	    1.08859964e+03	        1.12351017e+03	    3.50942307e+01	    5.03766899e+00	    0.00000000e+00	    3.40712331e+02	    7.77760172e+02	    5.03766899e+00	    0.00000000e+00	    0.00000000e+00
   0.715000	    1.24808629e+03	        1.28299584e+03	    3.50942307e+01	    5.44670233e+00	    0.00000000e+00	    4.02173583e+02	    8.75375550e+02	    5.44670233e+00	    0.00000000e+00	    0.00000000e+00
   0.720000	    1.42815559e+03	        1.46306414e+03	    3.50942307e+01	    5.88269774e+00	    0.00000000e+00	    4.73916224e+02	    9.83265217e+02	    5.88269774e+00	    0.00000000e+00	    0.00000000e+00
   0.725000	    1.63109162e+03	        1.66599918e+03	    3.50942307e+01	    6.34671758e+00	    0.00000000e+00	    5.57406641e+02	    1.10224583e+03	    6.34671758e+00	    0.00000000e+00	    0.00000000e+00
   0.730000	    1.85935943e+03	        1.89426599e+03	    3.50942307e+01	    6.83975758e+00	    0.00000000e+00	    6.54261008e+02	    1.23316522e+03	    6.83975758e+00	    0.00000000e+00	    0.00000000e+00
   0.735000	    2.11560519e+03	        2.15051074e+03	    3.50942307e+01	    7.36273275e+00	    0.00000000e+00	    7.66248777e+02	    1.37689923e+03	    7.36273275e+00	    0.00000000e+00	    0.00000000e+00
   0.740000	    2.40265406e+03	        2.43755860e+03	    3.50942307e+01	    7.91646587e+00	    0.00000000e+00	    8.95293801e+02	    1.53434833e+03	    7.91646587e+00	    0.00000000e+00	    0.00000000e+00
   0.745000	    2.72350539e+03	        2.75840891e+03	    3.50942307e+01	    8.50167730e+00	    0.00000000e+00	    1.04347336e+03	    1.70643387e+03	    8.50167730e+00	    0.00000000e+00	    0.00000000e+00
   0.750000	    3.08132477e+03	        3.11622735e+03	    3.50942307e+01	    9.11897430e+00	    0.00000000e+00	    1.21301463e+03	    1.89409375e+03	    9.11897430e+00	    0.00000000e+00	    0.00000000e+00
   0.755000	    3.47943457e+03	        3.51433612e+03	    3.50942307e+01	    9.76884684e+00	    0.00000000e+00	    1.40628865e+03	    2.09827862e+03	    9.76884684e+00	    0.00000000e+00	    0.00000000e+00
   0.760000	    3.92130107e+03	        3.95620165e+03	    3.50942307e+01	    1.04516630e+01	    0.00000000e+00	    1.62580247e+03	    2.31994751e+03	    1.04516630e+01	    0.00000000e+00	    0.00000000e+00
   0.765000	    4.41051825e+03	        4.44541785e+03	    3.50942307e+01	    1.11676591e+01	    0.00000000e+00	    1.87418789e+03	    2.56006230e+03	    1.11676591e+01	    0.00000000e+00	    0.00000000e+00
   0.770000	    4.95079335e+03	        4.98569193e+03	    3.50942307e+01	    1.19169515e+01	    0.00000000e+00	    2.15418968e+03	    2.81958530e+03	    1.19169515e+01	    0.00000000e+00	    0.00000000e+00
   0.775000	    5.54592700e+03	        5.58082460e+03	    3.50942307e+01	    1.26995306e+01	    0.00000000e+00	    2.46865127e+03	    3.09947379e+03	    1.26995306e+01	    0.00000000e+00	    0.00000000e+00
   0.780000	    6.19979456e+03	        6.23469115e+03	    3.50942307e+01	    1.35152674e+01	    0.00000000e+00	    2.82049932e+03	    3.40067657e+03	    1.35152674e+01	    0.00000000e+00	    0.00000000e+00
   0.785000	    6.91632577e+03	        6.95122142e+03	    3.50942307e+01	    1.43639193e+01	    0.00000000e+00	    3.21272750e+03	    3.72413000e+03	    1.43639193e+01	    0.00000000e+00	    0.00000000e+00
   0.790000	    7.69948390e+03	        7.73437856e+03	    3.50942307e+01	    1.52451319e+01	    0.00000000e+00	    3.64837936e+03	    4.07075407e+03	    1.52451319e+01	    0.00000000e+00	    0.00000000e+00
   0.795000	    8.55324854e+03	        8.58814217e+03	    3.50942307e+01	    1.61584595e+01	    0.00000000e+00	    4.13053268e+03	    4.44145103e+03	    1.61584595e+01	    0.00000000e+00	    0.00000000e+00
   0.800000	    9.48159429e+03	        9.51648694e+03	    3.50942307e+01	    1.71033651e+01	    0.00000000e+00	    4.66228226e+03	    4.83710132e+03	    1.71033651e+01	    0.00000000e+00	    0.00000000e+00

solar cell parameters deduced from calculated IV-curve:
Voc =	    0.590809	Volt
Jsc =	   28.70175301	mA/cm2
FF =	   81.6665	%
eta =	   15.3871	%
V_MPP =	    0.509536	Volt
J_MPP =	   27.17844160	mA/cm2

SCAPS 3.3.12 ELIS-UGent: Version scaps3312.exe, dated 00-00-   0, 00:00:00
Simulation of QE curves
Single shot simulation #	8
Calculation started : 	12-8-2026 at 15:43:09

problem definition file :	c:\Users\orden\Desktop\scaps\def\CELL1.def
last saved: 	09-07-2026 at 20:17:00

Calculation under illumination
Optical generation from internal SCAPS calculation
Illumination spectrum read from file
spectrum file :	
C:\Users\orden\Desktop\scaps\spectrum\AM1_5G 1 sun.spe  last saved: 	22-05-2009 at 15:59:48
Neutral density filter: ND	  0.0458
Transmission of ND filter:	  9.0000e-01
Power from spectrum:	  100.0000	mW/cm2
Incident power on solar cell structure	   90.0000	mW/cm2

Working point conditions
Temperature	  300.00	K
Workpoint bias voltage	    0.0000	Volt
Frequency	  1.0000e+06	Hz

Voltage reference convention: voltage referred to right contact, voltage V applied to left contact
Current reference convention: current positive when entering the left contact
Power generated by the cell: = -V*I; power consumed by the cell = +V*I

  lambda(nm)	      QE(%)	photon energy (eV)

   300.000000	   7.736270e+00	    4.133257
   310.000000	   7.895494e+00	    3.999926
   320.000000	   8.052174e+00	    3.874928
   330.000000	   8.159225e+00	    3.757506
   340.000000	   8.254103e+00	    3.646991
   350.000000	   8.314103e+00	    3.542791
   360.000000	   8.378769e+00	    3.444381
   370.000000	   9.114182e+00	    3.351289
   380.000000	   1.309732e+01	    3.263097
   390.000000	   1.735275e+01	    3.179428
   400.000000	   2.358945e+01	    3.099943
   410.000000	   2.956298e+01	    3.024334
   420.000000	   3.675197e+01	    2.952326
   430.000000	   4.233672e+01	    2.883667
   440.000000	   4.852307e+01	    2.818130
   450.000000	   5.383231e+01	    2.755504
   460.000000	   5.894432e+01	    2.695602
   470.000000	   6.296861e+01	    2.638249
   480.000000	   6.747091e+01	    2.583285
   490.000000	   7.063826e+01	    2.530565
   500.000000	   7.371834e+01	    2.479954
   510.000000	   7.685896e+01	    2.431327
   520.000000	   7.951827e+01	    2.384571
   530.000000	   8.112279e+01	    2.339579
   540.000000	   8.321176e+01	    2.296254
   550.000000	   8.496163e+01	    2.254504
   560.000000	   8.628169e+01	    2.214245
   570.000000	   8.726575e+01	    2.175398
   580.000000	   8.824837e+01	    2.137891
   590.000000	   8.955613e+01	    2.101656
   600.000000	   9.028971e+01	    2.066628
   610.000000	   9.090867e+01	    2.032749
   620.000000	   9.145453e+01	    1.999963
   630.000000	   9.199429e+01	    1.968217
   640.000000	   9.253590e+01	    1.937464
   650.000000	   9.305493e+01	    1.907657
   660.000000	   9.355546e+01	    1.878753
   670.000000	   9.402731e+01	    1.850712
   680.000000	   9.439815e+01	    1.823496
   690.000000	   9.472438e+01	    1.797068
   700.000000	   9.503840e+01	    1.771396
   710.000000	   9.529176e+01	    1.746446
   720.000000	   9.554856e+01	    1.722190
   730.000000	   9.576061e+01	    1.698599
   740.000000	   9.593957e+01	    1.675645
   750.000000	   9.609932e+01	    1.653303
   760.000000	   9.622194e+01	    1.631549
   770.000000	   9.631350e+01	    1.610360
   780.000000	   9.636733e+01	    1.589714
   790.000000	   9.638462e+01	    1.569591
   800.000000	   9.635749e+01	    1.549971
   810.000000	   9.628378e+01	    1.530836
   820.000000	   9.615689e+01	    1.512167
   830.000000	   9.596821e+01	    1.493948
   840.000000	   9.570849e+01	    1.476163
   850.000000	   9.535293e+01	    1.458796
   860.000000	   9.489389e+01	    1.441834
   870.000000	   9.430210e+01	    1.425261
   880.000000	   9.354750e+01	    1.409065
   890.000000	   9.257499e+01	    1.393233
   900.000000	   9.132398e+01	    1.377752
